Title,Skills,Location,Company,Content,URL
QA  Automation Engineer (Billing team),"Java, JUnit, OOP, Python, TestNG, Cucumber",Beograd,TeleSign,"Summary
The QA Automation Engineer (Billing Team) is responsible for the improvement
of the quality of our internally developed software systems. This engineer
owns all testing activities, test automation frameworks, and can work on the
research, design, and implementation of software that is a part of the team
domain.
Billing team is responsible for Billing System in Telesign – a system
responsible for billing our customers based on transactions and services
provided.
 Key responsibilities
   Complete ownership of all end-to-end testing activities, including writing and executing manual, automated, and performance tests for complex and distributed backend systems to support TeleSign core products.
   Maintaining robust test automation frameworks on multiple application platforms.
   Creating test plans, test cases, and performing acceptance and manual tests when needed.
   Based on the team priority - research, design, and implementation of software that is a part of the team domain.
   Investigating and troubleshooting potential environment and/or test issues.
   Working closely with Operation and Release teams on planning, deploying, and testing new software releases.
   Cooperate with other engineers to produce high quality and resilient products.
 Requirements
   2+ years of test automation experience or software development with OOP (Java, Python, ...)
   Degree in Computer Science and/or equivalent work experience.
   Experience writing tests using popular test automation frameworks.
   A clear understanding of QA principles and methodology and the ability to apply this understanding directly to concrete QA problems.
   Solid skills and knowledge of Computer Science fundamentals, network protocols, Linux, relational and non-relational DB systems.
   Strong analytical and problem-solving skills with attention to detail.
   Excellent oral and written communication skills.
   Fluent in English, verbal and written.
 We are offering
   Good compensation - Competitive € salary plus benefits package.
   Development opportunities.
   Challenging but also a friendly working environment.
   And much, much more...
 About TeleSign
TeleSign connects and protects online experiences with sophisticated customer
identity and engagement solutions. Through APIs that deliver user
verification, data insights, and communications we solve today’s unique
customer challenges by bridging businesses to the complex world of global
telecommunications.
TeleSign is proud to be an equal opportunity employer. We believe our
differences help us create a better workplace, a better product, and a better
community. We do not discriminate on the basis of race, color, ancestry,
religion, national origin, marital status, pregnancy, sex, sexual orientation,
gender, gender identity or expression, age, genetic information, disability,
military or veteran status, or any other basis protected by federal, state or
local law, ordinance or regulation.
TeleSign is an Affirmative Action Employer and as part of the commitment to
AAP, it will seek to ensure affirmative action to provide equality of
opportunity in all aspects of employment, and that all personnel activities,
such as the recruitment selection, training, compensation, benefits,
discipline, promotion, transfer, layoff and termination processes remain free
of illegal discrimination and harassment based on protected characteristics.",https://www.joberty.rs/posao/qa-automation-engineer-(billing-team)/telesign/7936
Senior QA Automation Engineer,"Java, JMeter, OOP, Python, AWS",Beograd,TeleSign,"Summary
The Senior QA Automation Engineer is responsible for the improvement of the
quality of our internally developed software systems. This engineer owns and
leads all testing activities, gives guidance to other test and developer
engineers on the testing strategy, does research and design for the building
and maintaining test automation frameworks, and can work on the research,
design, and implementation of software that is a part of team domains. The
Senior QA Automation Engineer is responsible for ensuring compliance with new
and existing quality standards, implementing quality management actions, and
contributing to the development of company policies and procedures.
 Who you are:
   (Senior) QA Automation Engineer, or were one, who wants to make a next career step 
   You love to work with people and discuss ideas at least as much as working with machines and writing code
   You can grasp abstract ideas and make them work without the need to go into full implementation to test out your hypothesis
   Love working on new things and Proof of Concepts
   Have some experience in mentoring QA and Dev colleagues
   Don't mind occasionally asking people: ""Are we there yet?""
 Responsibilities
   Working on Proof of Concepts and choosing the right tool for the right job
   Document PoC findings in a way that Developers and QA/SDETs can use them with little or no additional research
   Suggest improvements of QA process by suggesting both new tools, best practices, and documentation formats
   Be involved in quarterly planning, in coordination with Senior Engineering Manager, and push for QA improvements and follow up on them until they are implemented
   Be in sync with QAs from multiple teams and track execution of both QA and Engineering goals
   Establish yourself as a go-to person for all testing, best practices, and process related questions
 Essential Requirements
   University Degree or equivalent work experience
   Hands on experience of test automation or software development with OOP (Java, Python, ...)
   Experience writing automated functional tests using popular test automation frameworks with TDD/BDD approach
   Experience writing and executing performance tests using any popular performance test tool (JMeter, Locust, Gatling...)
   Mentorship experience in the QA domain
   Strong understanding of QA principles and methodology with the ability to apply this understanding directly to specific problems.
   Strong analytical and problem-solving skills with attention to detail
   Excellent oral and written communication skills
  Preferred Qualifications
   Strong understanding of AGILE and SCRUM methodologies
   Experience with CI/CD flows and practices
   Experience testing software in a virtualized environment and common open-source software packages
   Experience testing highly distributed backend systems based on various network protocols
   Experience with cloud computing (e.g., AWS)
   Exposure to large traffic sites or services
   Release management experience
   Exposure to NoSQL technologies (MongoDB, Redis, etc)
   Able to understand and contribute to the broader picture – overall solution architecture and interfacing to the owned parts
 We are offering
   Good compensation - Competitive € salary plus benefits package.
   Development opportunities.
   Challenging but also a friendly working environment.
   And much, much more...
 About TeleSign
TeleSign connects and protects online experiences with sophisticated customer
identity and engagement solutions. Through APIs that deliver user
verification, data insights, and communications we solve today’s unique
customer challenges by bridging businesses to the complex world of global
telecommunications.
TeleSign is proud to be an equal opportunity employer. We believe our
differences help us create a better workplace, a better product, and a better
community. We do not discriminate on the basis of race, color, ancestry,
religion, national origin, marital status, pregnancy, sex, sexual orientation,
gender, gender identity or expression, age, genetic information, disability,
military or veteran status, or any other basis protected by federal, state or
local law, ordinance or regulation.
TeleSign is an Affirmative Action Employer and as part of the commitment to
AAP, it will seek to ensure affirmative action to provide equality of
opportunity in all aspects of employment, and that all personnel activities,
such as the recruitment selection, training, compensation, benefits,
discipline, promotion, transfer, layoff and termination processes remain free
of illegal discrimination and harassment based on protected characteristics.",https://www.joberty.rs/posao/senior-qa-automation-engineer/telesign/7935
SAP FICO and LOG Consultant,Ostalo,Beograd,DXC Technology,"SAP consultants (4 positions) with experience at FI/CO or LOG area with close
cooperation with other SAP consultants, SAP solution architect, project
manager and support team and customer peers of course both on-site and off-
site.
 Job description:
   Analysis of customer’s business processess and requirements
   Implementation of business processes and requirements in SAP system
   SAP system configuration/customizing
   Creation of functional/development specifications for developer
   Testing of configured/implemented SAP system and creation of test case documents
   Creation of user and technical documentation (documentations about processes and system setup)
   Education/training of key/end users in SAP operations
   Support to customers in daily SAP operations
   Adoption of new SAP standard solutions, as well as new SAP technologies
   Identify opportunities for improvement
   Participation in SAP presales, solutioning and client interactions
 Knowledge and skills:
   Working experience in SAP consulting
   It is desirable to have SAP FI/CO or LOG certificates
   Usage of MS Office tools (Outlook, Word, Excel, PowerPoint)
   Conceptual and analytical skills, attention to detail and problem-solving skills
   The ability of decision making and problem solving
   Responsiveness to needs of internal and external customers
   Experience and ability to work in a team environment and establish good cooperation with colleagues
   Ability to learn new technologies
   Self-initiative and sense of responsibility
   Languages: Serbian and English (advanced knowledge in spoken and written). Knowledge of German would be a great advantage.",https://www.joberty.rs/posao/sap-fico-and-log-consultant/dxc-technology/7901
Senior Database Developer - Remote,"PSQL, SQL, Kafka, Cloud, AWS, .NET, Python",Beograd,TNation,"TNation.eu is a domestic IT company with centers in Belgrade, Novi Sad and
Nis. Now that remote work is the new normal, we employ engineers throughout
Serbia as well as in the surrounding region (BIH, Montenegro, Macedonia).
Our clients and partners are medium and large European companies that need
additional IT resources. We focus on building strong long-term relationships
with all our partners.
We are looking for a Senior Database Developer for our German client. You will
have the opportunity to work on an interesting project - an easy-to integrate
app for personalized business insights, across all functions development to
finance to production, powered by Al, and the end users are some of the
biggest German pharmaceutical companies.
 Required Skills & Experience:
   Expert Level SQL, PL/pgSQL, including stored procedures, functions, triggers, and views
   Extensive experience working with Cloud database technology, specifically Redshift
   Solid understanding of database design principals
   Solid understanding of query execution plans
   Nice to have, but not required:
   AWS toolchain (S3/Redshift )
   Procedural languages such as Python / .NET
   Profiling of database
   Knowledge of performance tuning and optimization
   Database load testing
   Problem-solving skills
   Ability to evaluate alternative solutions and/or workarounds
   Should be proactive and have the intellect to explore and come up with solutions
 Nice to have, but not required:
   AWS toolchain (S3/Redshift )
   Procedural languages such as Python / .NET
   Profiling of database
   Knowledge of performance tuning and optimization
   Database load testing
   Problem-solving skills
   Ability to evaluate alternative solutions and/or workarounds
   Should be proactive and have the intellect to explore and come up with solutions
 We offer:
   Private health insurance
   Excellent financial conditions
   Working on long-term projects
   Working in a positive work environment
   English language classes
   Team activities
   Sport activities
 _Join us!_
TNation is focused on the satisfaction of its employees, we strive to create a
relaxed, pleasant and extremely successful business atmosphere. You will work
with some of the top experts in this business who will ensure you progress
daily in your career.
You will be able to learn, experiment and implement the latest technologies.
If your qualifications match our open positions - sign up / welcome to
TNation!
Please note that only short-listed candidates will be contacted. Looking
forward to meeting you!",https://www.joberty.rs/posao/senior-database-developer---remote/tnation/7883
Senior Java Engineer,"Java, Spring, REST, Hibernate, SOAP",Beograd,Daon,"Opportunity:
Want to learn about biometric verification and work with the latest generation
smart phone technologies? Interested in learning new platforms and new
technology? This is the job for you! Daon is an innovative provider of award-
winning biometric identity assurance software products and services focused on
meeting the needs of governments and large commercial organizations worldwide.
We are currently looking for highly motivated Senior Java Engineers to join
the engineering team in our Belgrade or Novi Sad office.
 Your contribution:
You will work with our Dublin and US Engineering teams to help deliver
identity assurance solutions and products. The individual will be responsible
for, and must be proficient at, working in all phases of the software
development lifecycle. The role will be part of our flagship IdentityX product
development team and will be responsible for evolving the product and
integrating new biometric technologies as they become available. You have the
flexibility and desire to learn new technologies and have strong knowledge of
app deployment capabilities. You strive to improve capabilities, pick up and
champion new technology and programming languages, apply best software
development practices, look to add value and innovate. This is an exciting
opportunity to work with skilled team in an interesting and growing technology
space.
 You have:
   A minimum of 5 years of Enterprise Java experience with a product focus
   Must have strong analytical and problem-solving skills. Ability to create solutions to different problems. Desire to learn new skills and keep up to date with advances in development tools and frameworks.
   Experience working with most of the following technologies is a plus: Spring Framework, REST web services using Spring MVC, Hibernate (JPA annotations) and Soap Web services
   The right candidate should have: Strong OO skills, familiarity with modern multi-tiered applications and a good understanding of web technologies
   Have previously worked with any of the following relational databases: Oracle, SQL Server or MySQL
   The ability to rigorously test software to ensure it meets the expected requirements. This includes the ability to create automated test suites
   A good working knowledge of build and configuration management; SVN, Git, Maven, Jenkins, Bamboo, JIRA or similar tools
   The ability to work at all stages of the Software Development Lifecycle
   Experience with AWS is a plus
   Degree in Computer Science/Engineering or equivalent
   Familiarity with Agile/Scrum methodologies
   Ability to work independently and as a member of a team
   Very good verbal and written English
 We offer:
   Flexible work environment  
     Hybrid approach - work from home or office 
     Special budget for work from home equipment purchase
     Modern new office in the city center 
     Flexible working schedule
   Health & Wellness  
     Full-covered medical insurance for you and your family 
     Fitpass Card
     Company-sponsored life insurance
   Learning & Development  
     An opportunity to work with the latest tech stack within the growing world of biometric and identity 
     Budget for your education and personal development
   Great Culture  
     Organized Sport&Social Club and company events
     Supportive and friendly people
     International working environment 
     Possibility to travel abroad and much more!
 Selection Process:
   Qualified applicants will be invited to schedule a 30-minute introductory call with our HR Business Partner
   Candidates selected for 2nd round interview will then be invited to a series of practical interviews with members of the technical teams
   Successful candidates will be selected and contacted with an offer to join our team",https://www.joberty.rs/posao/senior-java-engineer/daon/7874
Java Engineer,"Java, Spring, Hibernate, SOAP",Beograd,Daon,"Opportunity:
Want to learn about biometric verification and work with the latest generation
smart phone technologies? Interested in learning new platforms and new
technology? This is the job for you! Daon is an innovative provider of award-
winning biometric identity assurance software products and services focused on
meeting the needs of governments and large commercial organizations worldwide.
We are currently looking for highly motivated Java Engineers to join the
engineering team in our Belgrade or Novi Sad office.
 Your contribution:
You will work with our Dublin and US Engineering teams to help deliver
identity assurance solutions and products. The individual will be responsible
for, and must be proficient at, working in all phases of the software
development lifecycle. The role will be part of our flagship IdentityX product
development team and will be responsible for evolving the product and
integrating new biometric technologies as they become available. You have the
flexibility and desire to learn new technologies and have strong knowledge of
app deployment capabilities. You strive to improve capabilities, pick up and
champion new technology and programming languages, apply best software
development practices, look to add value and innovate. This is an exciting
opportunity to work with skilled team in an interesting and growing technology
space.
 You have:
   3+ years Java development experience with a product focus
   Experience working with most of the following technologies is a plus: Spring Framework, REST web services using Spring MVC, Hibernate (JPA annotations) and Soap Web services
   The right candidate should have: Strong OO skills, familiarity with modern multi-tiered applications and a good understanding of web technologies
   Have previously worked with any of the following relational databases: Oracle, SQL Server or MySQL.
   The ability to rigorously test software to ensure it meets the expected requirements. This includes the ability to create automated test suites.
   A good working knowledge of build and configuration management; SVN, Git, Maven, Jenkins, Bamboo, JIRA or similar tools.
   The ability to work at all stages of the Software Development Lifecycle
   Degree in Computer Science/Engineering or equivalent
   Experience with AWS is a plus
   Familiarity with Agile/Scrum methodologies
   Ability to work independently and as a member of a team
   Very good verbal and written English
 We offer:
   Flexible work environment  
     Hybrid approach - work from home or office 
     Special budget for work from home equipment purchase
     Modern new office in the city center 
     Flexible working schedule
   Health & Wellness  
     Full-covered medical insurance for you and your family 
     Fitpass Card
     Company-sponsored life insurance
   Learning & Development  
     An opportunity to work with the latest tech stack within the growing world of biometric and identity 
     Budget for your education and personal development
   Great Culture  
     Organized Sport&Social Club and company events
     Supportive and friendly people
     International working environment 
     Possibility to travel abroad and much more!
 Selection Process:
   Qualified applicants will be invited to schedule a 30-minute introductory call with our HR Business Partner
   Candidates selected for 2nd round interview will then be invited to a series of practical interviews with members of the technical or functional team
   Successful candidates will be selected and contacted with an offer to join our team",https://www.joberty.rs/posao/java-engineer/daon/7873
DevOps Engineer,"Linux, HTTP, AWS",Beograd,Daon,"Want to learn about biometric verification and work with the latest generation
of smartphone technologies? Interested in learning new platforms and new
technology? This is the job for you! Daon is an innovative provider of award-
winning biometric identity assurance software products and services focused on
meeting the needs of governments and large commercial organizations worldwide.
We are currently looking for highly motivated DevOps Engineers to join the
Cloud Services team in Belgrade or Novi Sad office.
 Your contribution:
   You will work closely with a team of 9 hard-working, super smart DevOps engineers to help maintaining, troubleshooting, and improving the systems that keep our cloud-hosted infrastructure running smoothly. 
   You will be managing AWS infrastructure and maintaining the required service levels (including availability, performance, security, and cost) for our IdentityX as a Service offering.
   You strive to improve capabilities, pick up and champion new technology and programming languages, apply DevOps best practices, look to add value, and innovate!
 You need to have 7 out of these 10:
   Linux system administration skills, preferably RHEL and variants
   Understanding and debugging of the HTTP protocol
   Scripting abilities: Python (preferred), Bash
   An understanding of network topologies and design
   An understanding of common network protocols and services (DNS, HTTP, SSH, SMTP)
   Knowledge of AWS and its various services (EC2, RDS, VPC, ECS, EKS, S3, Route53, IAM)
   Understanding of TLS/SSL
   Strong security awareness
   Basic SQL and DB administration skills
   Git usage
 It would be ideal to also have:
   HAProxy and Apache Tomcat skills: configure, tune, and debug
   Knowledge of orchestration tools and configuration management (SaltStack)
   Experience in automating AWS environments (CloudFormation, Python/Boto, CDK)
   Automated Builds (Jenkins, AWS Pipelines)
   Monitoring and alerting
   Experience building RPM and maintaining a YUM repository
   Experience with operating Java applications (JVM settings, Log4j, JMX)
   Experience with database servers (MySQL, Oracle, SQL Server)
   Windows Server (services management, events log)
 We offer:
   An opportunity to work in the growing world of biometric and identity management technologies
   The chance to be part of an established & successful product development team
   Competitive compensation & benefits
   Flexible working environment to create a very balanced work/life schedule for you and your family
   Possibility to travel abroad and much more!
 Hiring process:
   Qualified applicants will be invited to schedule a 30-minute introductory call with our HR Business Partner
   Candidates selected for 2nd round interview will then be invited to a series of practical interviews with members of the technical team
   Successful candidates will be selected and contacted with an offer to join our team
Come join the team that is changing the way biometrics and identity
authentication operate globally!",https://www.joberty.rs/posao/devops-engineer/daon/7872
Node.js developer,"Express, NodeJS","Beograd, Remote",AlterSet,"We are looking for a NodeJS developer to join our team, who is working on a
new project, Job-Portal-like-a-platform, built from scratch with no legacy
codebase. It is a multi-tenant platform supporting multi language and currency
as well. We are using Scrum as a work methodology and striving to keep a
casual and fun environment. Our tech stack is React and complementar
technologies on Frontend and NodeJS with NestJS and related stack on Backend.
 Responsibilities:
   Working in a team on a project from the scratch
   Develop and maintain the main APIs and backend services
   Ensure a high-quality, well performed and easy to maintain code base
   Proactively contribute to team discussions about solution design, technical issues, sprint and roadmap planning, and improving team processes
   Working in Scrum methodology
 Requirements:
   Passionate about creating high-quality, flexible code.
   3+ years of experience with Node.js and Express.
   Strong understanding of REST API principles and best practices.
   Strong understanding of design patterns.
   Proficient with Git.
   Proficient with JavaScript, comfortable with ES6/2015 and TypeScript
   Proficient with SQL databases (PostgreSQL)
   Proficiency in building modular applications
   Knowledgeable on Microservices and/or Service-Oriented Architecture
   Basic understanding of front-end technologies (HTML5, CSS, ES5+)
   Working proficiency in verbal and written English
 Nice to have:
   BS degree in Computer Science, or a similar technical field of study
   Knowledgeable of NestJS
   Basic understanding of NoSQL databases
   Basic understanding of scripting deployment tasks with tools like Terraform, Ansible or others
 Our offer:
   A chance to be part of casual but highly professional environment
   Competitive salary depending on your experience and skills
   Opportunities for professional growth and advancement
   A working environment that values individuals and embraces knowledge sharing
   Flexible work arrangement and a family-friendly work ethic
   Private health insurance
   Gym membership
_AlterSet was founded in 2007 as a software development company. We have built
our reputation on a simple premise: to support startups and businesses with
premium technology services. In 2019, we’ve established our office in Slovenia
and expanded our business to European clients. Today, half of our efforts are
aimed at startups, and the other half at enterprises, banks, and businesses in
general. After 14 years in business we’re proud to say that we’ve been there
to help both the largest and smallest businesses succeed_.",https://www.joberty.rs/posao/node.js-developer/alterset/7857
Full Stack Developer,"Git, Laravel, PHP, Redis, VueJS, Wordpress, MySQL",Beograd,TrinityRank,"Došlo je vreme braćo i sestre! Nova godina, novi mi, nova pozicija!
TrinityRank traži Full-Stack Developera!
U slučaju da prvi put čuješ za nas i naš illuminati logo, evo jedan brzinski
opis. TrinityRank je SEO firma koja se bavi isključivo izradom sopstvenih
sajtova. Pretežno pravimo affiliate i job board sajtove. Nemamo klijente, te
konstantno testiramo nove formate, tehnologije i industrije, sve dok ne
ubodemo zlatnu koku, ili koke!
Našim sajtovima je potrebna konstantna nega, pažnja, i ljubav, i tu ulećeš ti!
Kao full-stack developer u našoj firmi, tvoj posao bi bio kompletan front-end
i back-end development sajtova i web aplikacija.
Pozicija je full-time i bazirana je u Beogradu.
Bitno je naglasiti da nismo večno remote firma, i da planiramo da se vratimo u
kancelariju čim prođe ovo ludilo. Nije nam plan da samo popunimo poziciju,
nego da nađemo ljude koji će graditi zajedno sa nama. ""Hibridni model""
praktikujemo od samog začeća firme, tako da uvek postoje remote dani, ali je
glavni fokus na kancelariji.
Ako ovo nije ono što tražiš, to je skroz okej, putuj igumane, ne osvrći se na
manastir! Ali, ako ipak želiš da budeš deo naše priče, čitaj dalje!
 Šta bi tačno radio/la?
  1. Aktivno regulisanje i unapređivanje web aplikacija
  2. Rad na raznovrsnim i izazovnim in-house projektima
  3. Učestvovanje u procesu donošenja odluka prilikom razvijanja projekata
  4. Konstanta implementacija i unapređivanje tehnologije firme
 Koje tehnologije i alate bi koristio/la?
   PHP – Laravel 8.x
   Vanilla JS + Vue.js
   MySQL
   Tailwind CSS
   Redis
   AWS Ecosystem
   DigitalOcean
   GIT
   WordPress
 Šta te kvalifikuje za ovaj posao?
   Poznavanje i iskustvo u radu sa Laravel framework-a
   Poznavanje i rad u Vue.js framework-u
   Iskustvo sa MySQL-om i Git-om
   Iskustvo sa radom i integracijom REST API
   Dobro razumevanje tehničkog SEO-a
   Organizacione veštine, temeljnost i sposobnost rešavanja problema
   Umeće komunikacije i saradnje sa ljudima koji ne pričaju “jezik devova”
   Volja da vredno radiš i unapređuješ svoje znanje 
 Šta mi tačno nudimo?
   Stabilan posao koji ne ide nigde (sem ako internet ne eksplodira)
   Uslovi zbog kojih ćeš biti srećan da dolaziš na posao 
   Razumevanje kad ne želiš da gledaš ljude i želiš da radiš od kuće
   Fleksibilno radno vreme
   Apsolutni nedostatak internog i eksternog stresa
   Jasno postavljena očekivanja
   Ulaganje u tvoj lični razvoj u vidu seminara, radionica, kurseva, i izazovnih projekata
   Evaluacija rada, napretka, želja, i plate na svakih 6 meseci
   Benefiti za i trudnice i ćalce
   Kolektivna putovanja (čim prodje korona)
   Odlična ekipa s kojom ćeš uživati da radiš
   Pečenjara i pogon rakije na poslu
   STONI FUDBAL! Šalimo se. Ali imamo Garlando. 😎 🇮🇹
Ako ti sve ovo zvuči primamljivo i želiš da postaneš deo TrinityRanka,
pošalji nam svoj CV, GitHub link (ako imaš) i kratko motivaciono pismo u kom
navodiš kad bi mogao da počneš i sa kolikom bi početnom platom bio
zadovoljan/na.
Posle toga, sledi kratak test, čisto da vidimo tvoj kod na delu! Nema leba bez
motike! Ali ne brini, to je samo za naše oči i tvoj test nikada neće ugledati
svetlost dana.
Srećno i jedva čekamo da vidimo sa kim ćemo imati priliku da radimo i popijemo
rakiju dobrodošlice!
Zahvaljujemo se unapred na strpljenju, prijave gledamo tek po završetku
konkursa jer želimo svakome damo šansu da nas oduva! ❤️",https://www.joberty.rs/posao/full-stack-developer/trinityrank/7856
iOS Developer,"Cocoa, Objective-C, Swift, iOS","Remote, Novi Sad",Codeplicity,"Hi Guys, CODEPLICITY is looking for an iOS Developer who will work with
our team of talented engineers to design and build the next generation of our
mobile applications.
 This is a remote position.
 Key responsibilities for this position include:
   Understanding business requirements and translating them into technical requirements
   Designing and building mobile applications for Apple’s iOS platform
   Ensure the performance, quality, and responsiveness of applications
   Monitoring the performance of live apps and work on optimizing them at the code level
   Working with RESTful APIs to effectively integrate iOS applications
   Identifying potential problems and resolving application bottlenecks.
   Publishing application on App Store.
   Collaborating with cross-functional teams to define, design, and ship new features.
  What do we expect?
   We believe that a candidate for this position should have: 
   Proven software development experience and iOS skills development (3\+ years)
   Proven work experience in Objective-C, Swift, and Cocoa Touch.
   Proven work experience with iOS Frameworks such as Core Data, Core Animation, Core Graphics and Core Text
   Proficient understanding of code versioning tools, such as Git
   Familiarity with push notifications, APIs, in-app payments, subscriptions and cloud messaging.
   Experience with publishing iOS apps in the app store
   Solid understanding of the full mobile development life cycle
 What we offer:
   Work with top experts and great colleagues.
   Various events organized by our company, such as cinema, trips, paintball, barbecue gatherings
   Fully equipped kitchen, a variety of healthy and less healthy ;) food and drink such as fruit, candy, coffee, juices etc.
   Employee benefits (Remote work, FitPass, private health insurance etc.)
   Guaranteed competitive salary!
Due to the COVID19 pandemic, Codeplicity has shifted to fully remote working arrangements for the time being.
We made sure that all our employees have proper working conditions in their
homes. As our employee, you, as well, will be provided with all the necessary
office equipment such as a work table, office chair, MacBook Pro (Windows
laptop for QA), 1, 2, or 3, monitors (as needed), keyboard, mouse, earphones,
and all other essentials in order to enhance your WFH conditions.
Once the pandemic stabilizes/passes and it is safe to return to work in an
office, we will be able to offer even more.
If you think that you are the right candidate for this position, freely and
without any obligation, email in free form or send a CV, so we could be
acquainted with your experience.
For all applications confidentiality is guaranteed and data obtained will be
stored exclusively for use within our company and will NOT be shared with
third parties!
Apply for this position by sending your application and CV to:
jobs@codeplicity.com",https://www.joberty.rs/posao/ios-developer/codeplicity/7855
.NET Junior Engineer,".NET, MS SQL","Beograd, Novi Sad, Niš, Subotica, Remote",VICERT,"We are technologists and health nuts.
We wake up wanting to figure out how to prevent illnesses, streamline
processes, expedite treatments, coordinate specialties, and increase success
in all areas of human health.
We believe that a smart health care system is the bedrock of a prosperous
society.
Looking from our keyboards and monitors up: the smarter the software, the
healthier the world.
And we write software to express our client’s thoughts.
 We are looking for .NET Junior Engineers to join us on our long term
project!
Your primary responsibilities will be to design and develop .NET/C
applications and to coordinate with the rest of the team working on different
layers of the infrastructure. Therefore, a commitment to collaborative problem
solving, sophisticated design, and quality products are essential.
We have been working on this solution for three years and we have doubled our
team in order to foster an uprising in the health system, and now our goal is
to DOUBLE again our crew!
This client has been developing the SaaS platform for the needs of US
behavioural health institutions for 20 years. The platform currently serves
over 600 clinics and hospitals and is used by about 150,000 doctors for more
than 2 million patients.
This application consists of 15 web applications, about 20 web APIs and the
same number of background services. The entire platform has so far been built
exclusively on the Microsoft stack and is currently hosted on on-premise
servers.
Our main goal is to restructure and modernize the entire platform with the
transition to serverless architecture (AWS). Our engineers are working on the
development of the solution, as well as to improve and maintain existing ones.
You will have the opportunity to work with USA customers, to support systems
with a large customer base, to solve the technology challenges of the current
environment.
Design and development of a modern solution, building improvement strategies,
design, and implementation of the new version of the product, usage of best
practices, and recommendations are essential for your work.
Become a part of a strong team with vast experience in software development,
and develop your career working in an inspiring environment focused on
education, personal growth, and client success.
 Education and experience:
   University degree in computer science (or equivalent)
   1+ years of experience with .NET framework and Microsoft stack
   Fluent English, written and spoken (B2)
 Technology skills:
   Experience in working with MS SQL Server
   Proficient understanding of GIT, TFS code version systems (branching strategies, conflict resolving)
   Excellent understanding of IT concepts and software development practices
 Personal skills:
   Strong communicator with analytical thinking
   Team player eager to learn and share the knowledge with the team
   Oriented to self-education and skills improvement
   Attention to detail
   Proactive work attitude and team-oriented
 Benefits:
   Excellent compensation package with performance based bonuses 
   Paid certifications and bonuses upon achieved certification
   Career path according to your goals and ambitions
   Continuous training and education program
   Remote work fully supported
   Care packages goodies
   Positive company culture
   Advancement opportunities based on performance, not age ;)
If this sounds interesting - let’s talk!",https://www.joberty.rs/posao/.net-junior-engineer/vicert/7809
